rainfall_mm,rainfall_3day_mm,soil_moisture_pct,slope_deg,elevation_m,risk_probability_pct,risk_level
71.5,167.8,50.1,51.8,2850.0,51.7,MEDIUM
33.2,46.5,27.6,55.7,2338.0,42.8,MEDIUM
20.2,45.5,45.5,10.3,2682.0,29.8,LOW
81.1,247.0,63.8,45.3,1212.0,50.8,MEDIUM
92.5,190.1,50.2,21.0,2471.0,48.1,MEDIUM
68.2,92.1,63.8,24.2,2978.0,40.1,MEDIUM
150.8,267.9,91.9,16.5,658.0,55.1,MEDIUM
193.5,260.8,65.2,37.0,1631.0,65.4,HIGH
61.5,129.5,33.0,20.6,2615.0,40.9,MEDIUM
14.8,48.5,59.6,44.4,1311.0,56.8,MEDIUM
99.3,200.2,65.7,46.7,1623.0,56.1,MEDIUM
174.1,285.1,77.8,23.7,2293.0,71.0,HIGH
61.7,101.2,46.4,0.3,2509.0,31.1,MEDIUM
117.3,231.5,55.1,4.0,759.0,38.7,MEDIUM
31.1,96.3,39.5,16.4,1295.0,36.0,MEDIUM
97.5,131.4,57.8,57.2,1305.0,68.5,HIGH
118.8,321.0,72.8,23.6,628.0,54.9,MEDIUM
99.5,160.3,59.2,44.7,455.0,65.4,HIGH
271.0,625.2,100.0,56.2,2285.0,100.0,CRITICAL
206.6,402.3,77.7,20.5,2586.0,72.0,HIGH
132.3,143.5,71.0,33.7,2865.0,60.7,HIGH
163.3,340.9,88.3,51.1,2878.0,100.0,CRITICAL
97.1,227.1,68.0,36.9,2985.0,60.1,HIGH
77.0,133.2,56.6,6.7,432.0,37.7,MEDIUM
56.6,133.9,28.6,46.2,1311.0,43.9,MEDIUM
30.5,73.7,35.1,54.2,430.0,44.3,MEDIUM
212.9,349.4,64.1,46.1,2098.0,86.3,CRITICAL
277.9,733.2,100.0,45.2,2923.0,100.0,CRITICAL
82.6,241.5,70.1,45.3,303.0,53.3,MEDIUM
83.6,123.5,50.2,36.8,1674.0,47.1,MEDIUM
122.2,326.8,93.2,14.9,1693.0,62.8,HIGH
71.7,189.2,40.4,54.7,657.0,43.1,MEDIUM
34.1,48.6,27.7,7.7,2534.0,15.9,LOW
25.5,78.3,46.7,49.6,1305.0,42.9,MEDIUM
271.6,344.1,84.8,21.6,1377.0,81.0,CRITICAL
17.1,63.2,23.7,40.4,2893.0,34.4,MEDIUM
102.2,237.9,80.0,48.3,893.0,86.2,CRITICAL
19.5,44.1,55.1,47.9,1279.0,33.8,MEDIUM
74.4,141.9,56.4,9.7,2356.0,36.5,MEDIUM
61.2,78.6,23.7,36.7,1544.0,29.5,LOW
22.8,70.4,42.5,12.9,1890.0,26.7,LOW
125.2,328.8,83.4,6.7,1538.0,59.8,MEDIUM
32.0,9.3,28.1,30.8,993.0,35.1,MEDIUM
20.0,55.9,54.6,59.3,656.0,32.3,MEDIUM
134.9,250.3,66.2,58.9,2580.0,72.2,HIGH
61.4,132.8,75.2,34.4,971.0,72.9,HIGH
43.3,83.9,52.0,46.3,2993.0,41.2,MEDIUM
140.6,294.1,77.4,15.0,228.0,49.5,MEDIUM
30.5,48.4,48.3,13.5,2669.0,20.3,LOW
15.2,29.3,52.8,42.4,2853.0,44.0,MEDIUM
185.0,430.7,100.0,47.2,364.0,98.3,CRITICAL
247.2,571.3,100.0,44.5,1957.0,100.0,CRITICAL
72.9,133.4,42.1,6.3,2392.0,32.1,MEDIUM
72.2,191.5,45.3,21.4,1923.0,52.8,MEDIUM
146.2,228.5,35.0,2.7,2664.0,48.7,MEDIUM
172.8,204.1,62.7,47.2,571.0,63.2,HIGH
33.8,60.7,34.5,18.7,2857.0,27.2,LOW
63.8,95.3,40.3,25.8,1741.0,42.0,MEDIUM
96.6,264.4,82.0,34.7,1164.0,70.2,HIGH
140.4,317.2,76.2,0.0,1671.0,61.1,HIGH
130.4,333.5,100.0,21.2,1150.0,66.0,HIGH
116.2,247.9,60.3,43.6,1475.0,67.8,HIGH
172.5,406.0,79.3,17.2,638.0,66.8,HIGH
76.9,161.4,39.1,34.2,2565.0,43.8,MEDIUM
214.2,437.7,100.0,58.6,1291.0,100.0,CRITICAL
51.6,97.2,58.4,7.1,1508.0,41.8,MEDIUM
131.8,126.2,41.8,16.1,2747.0,43.8,MEDIUM
57.8,71.4,27.9,41.0,2740.0,59.5,MEDIUM
73.7,193.5,77.4,35.9,2407.0,73.8,HIGH
82.7,154.9,35.8,58.7,284.0,41.3,MEDIUM
55.2,116.5,59.6,2.1,2738.0,23.5,LOW
177.6,360.3,77.2,52.7,728.0,100.0,CRITICAL
60.1,106.6,50.8,29.3,1427.0,39.6,MEDIUM
79.6,216.8,75.4,13.6,2728.0,54.4,MEDIUM
121.3,160.0,59.7,30.2,466.0,65.6,HIGH
349.1,717.1,100.0,24.7,573.0,90.6,CRITICAL
124.4,228.0,80.9,10.8,1813.0,56.6,MEDIUM
84.9,141.0,54.6,13.2,1510.0,46.8,MEDIUM
12.5,49.4,81.6,17.3,1291.0,38.9,MEDIUM
72.3,183.8,37.1,33.1,2467.0,38.6,MEDIUM
47.6,87.4,22.5,5.0,2705.0,30.8,MEDIUM
63.2,120.2,60.0,5.3,2976.0,35.5,MEDIUM
56.9,106.1,45.5,19.9,544.0,42.0,MEDIUM
120.4,157.7,63.2,42.4,2093.0,64.5,HIGH
71.1,166.3,41.8,58.7,2640.0,58.9,MEDIUM
38.6,48.6,37.9,0.7,873.0,17.0,LOW
150.4,387.2,93.6,58.3,1544.0,88.1,CRITICAL
27.7,64.4,33.1,41.2,220.0,36.3,MEDIUM
82.1,106.0,48.7,54.1,577.0,54.1,MEDIUM
72.7,149.8,36.1,32.2,552.0,36.5,MEDIUM
104.4,181.9,62.0,27.8,2181.0,52.4,MEDIUM
173.7,333.1,97.3,47.1,1942.0,86.8,CRITICAL
383.6,507.4,91.3,33.1,308.0,100.0,CRITICAL
84.9,94.3,28.6,53.8,1868.0,38.6,MEDIUM
47.0,45.3,51.1,53.6,391.0,44.3,MEDIUM
43.3,108.5,30.5,31.8,766.0,35.1,MEDIUM
43.1,106.2,56.0,34.4,2724.0,44.5,MEDIUM
101.7,182.6,58.1,27.4,1452.0,58.4,MEDIUM
9.5,37.0,30.5,41.4,2388.0,35.0,MEDIUM
26.1,41.6,53.8,40.9,1080.0,39.8,MEDIUM
101.7,109.0,57.5,39.0,510.0,52.4,MEDIUM
155.5,318.7,81.2,3.7,2687.0,57.4,MEDIUM
156.1,309.7,50.6,57.8,659.0,73.1,HIGH
87.9,97.0,53.1,20.1,1179.0,34.6,MEDIUM
142.1,291.4,60.9,14.8,2163.0,59.6,MEDIUM
175.7,290.6,70.9,12.7,1857.0,69.8,HIGH
59.4,142.6,51.5,4.2,2798.0,27.4,LOW
163.9,249.9,90.2,27.4,2965.0,79.0,HIGH
18.4,55.2,35.2,2.5,611.0,9.1,LOW
25.5,0.0,12.9,9.7,834.0,23.1,LOW
62.2,110.1,64.1,0.3,1990.0,29.2,LOW
16.0,41.5,44.9,10.5,611.0,13.2,LOW
121.8,319.1,87.0,59.7,1718.0,91.5,CRITICAL
52.5,119.9,65.8,32.5,1244.0,28.7,LOW
73.2,76.6,62.2,4.0,2687.0,29.7,LOW
75.3,151.3,42.0,33.8,2771.0,55.3,MEDIUM
61.0,84.4,26.0,36.0,925.0,29.9,LOW
42.9,106.4,56.1,32.9,468.0,37.6,MEDIUM
117.7,228.5,61.1,20.2,2975.0,56.2,MEDIUM
51.6,102.3,43.3,39.4,620.0,42.0,MEDIUM
74.6,199.5,46.5,8.6,686.0,31.2,MEDIUM
105.1,137.0,57.6,13.2,906.0,44.7,MEDIUM
174.8,342.1,86.1,59.7,1154.0,100.0,CRITICAL
165.6,332.1,77.9,24.9,614.0,60.8,HIGH
55.4,136.4,33.8,8.9,1102.0,24.3,LOW
41.0,61.0,53.7,13.0,262.0,26.6,LOW
198.9,370.4,88.6,43.4,2443.0,100.0,CRITICAL
51.4,64.3,53.1,7.0,938.0,27.6,LOW
114.4,254.0,42.9,21.2,2490.0,50.1,MEDIUM
15.1,8.7,32.0,19.7,2011.0,13.8,LOW
9.2,38.1,27.1,13.7,1546.0,11.7,LOW
84.8,214.4,62.6,28.6,2922.0,54.7,MEDIUM
67.1,178.6,68.1,6.6,1283.0,35.4,MEDIUM
135.5,327.9,83.6,27.4,699.0,78.5,HIGH
43.3,67.3,40.3,2.0,1817.0,22.6,LOW
99.5,202.3,60.5,58.2,592.0,71.5,HIGH
130.6,281.2,53.5,36.3,975.0,57.1,MEDIUM
44.8,29.5,23.6,4.5,2742.0,28.5,LOW
62.1,51.6,51.2,11.4,2698.0,41.3,MEDIUM
30.4,44.9,30.7,44.2,1504.0,40.8,MEDIUM
138.9,157.9,67.4,43.9,1539.0,59.3,MEDIUM
118.8,296.0,84.3,21.9,1787.0,63.1,HIGH
125.1,160.3,64.6,8.9,436.0,41.5,MEDIUM
66.9,151.3,56.7,32.2,909.0,57.1,MEDIUM
117.4,260.6,63.9,16.6,1824.0,55.7,MEDIUM
71.5,164.0,52.8,5.8,1099.0,32.6,MEDIUM
221.5,338.6,88.5,20.8,797.0,86.7,CRITICAL
79.8,181.1,31.7,45.1,2013.0,47.8,MEDIUM
159.2,393.7,100.0,21.2,1786.0,78.6,HIGH
67.1,191.4,52.7,2.4,1116.0,37.1,MEDIUM
191.3,328.2,78.2,7.2,2825.0,69.1,HIGH
40.9,44.4,35.7,35.8,2378.0,36.3,MEDIUM
108.7,245.8,66.4,31.3,1869.0,63.8,HIGH
48.0,87.0,27.3,40.5,787.0,32.2,MEDIUM
96.5,254.1,69.9,34.3,2015.0,66.6,HIGH
51.6,83.8,49.7,29.8,2126.0,38.5,MEDIUM
79.6,190.3,34.0,28.5,1828.0,51.1,MEDIUM
57.8,137.6,35.0,57.7,1986.0,52.3,MEDIUM
127.4,283.2,83.2,51.7,654.0,88.6,CRITICAL
111.9,310.8,85.1,23.0,1138.0,60.5,HIGH
46.6,98.4,48.3,39.2,2694.0,51.4,MEDIUM
45.5,53.3,29.8,1.2,584.0,20.4,LOW
38.0,106.1,54.5,1.3,1851.0,7.8,LOW
31.7,70.6,26.2,19.1,2713.0,22.3,LOW
133.4,397.3,87.9,45.3,240.0,92.1,CRITICAL
36.1,92.9,28.3,55.5,2908.0,42.4,MEDIUM
102.4,197.4,57.7,41.0,2673.0,63.7,HIGH
53.9,140.3,38.7,42.4,2202.0,55.1,MEDIUM
156.1,239.5,75.0,1.9,2186.0,58.3,MEDIUM
257.1,573.8,100.0,55.8,2630.0,100.0,CRITICAL
2.0,0.0,23.2,5.2,679.0,10.4,LOW
40.5,46.0,50.0,56.8,2160.0,51.4,MEDIUM
53.2,63.9,28.1,8.5,1162.0,23.2,LOW
68.6,171.2,55.3,2.0,2652.0,37.1,MEDIUM
65.4,89.4,36.0,33.8,1693.0,36.7,MEDIUM
25.1,31.8,43.7,6.8,2344.0,29.0,LOW
260.5,609.1,100.0,1.7,668.0,74.5,HIGH
67.3,155.0,68.9,40.1,878.0,55.3,MEDIUM
111.6,219.8,64.0,44.3,2547.0,67.3,HIGH
114.0,141.4,15.7,17.6,1307.0,35.6,MEDIUM
19.9,54.3,33.0,32.0,1678.0,33.4,MEDIUM
60.5,60.0,57.8,35.2,2232.0,46.3,MEDIUM
133.4,201.7,56.4,9.7,675.0,53.2,MEDIUM
199.5,540.4,88.0,26.4,1047.0,86.7,CRITICAL
61.5,113.7,52.4,38.2,1112.0,51.1,MEDIUM
23.8,42.9,42.7,53.1,2767.0,36.1,MEDIUM
49.6,119.8,39.3,25.1,585.0,28.2,LOW
59.4,74.7,38.2,42.0,1240.0,41.8,MEDIUM
57.7,114.2,37.0,30.1,2886.0,44.5,MEDIUM
38.0,83.1,48.7,42.4,2538.0,47.7,MEDIUM
21.4,49.3,38.1,47.3,2077.0,33.9,MEDIUM
30.1,58.2,24.7,31.8,1737.0,34.7,MEDIUM
50.0,106.1,45.8,3.7,2548.0,25.4,LOW
131.9,364.3,75.8,52.5,2850.0,95.6,CRITICAL
167.6,211.2,79.2,36.1,2787.0,88.8,CRITICAL
86.2,200.2,70.8,36.0,1990.0,56.0,MEDIUM
30.9,50.6,36.1,30.6,2238.0,30.0,MEDIUM
52.3,131.6,50.7,10.4,2371.0,35.2,MEDIUM
9.7,16.0,44.6,29.2,2466.0,31.5,MEDIUM
202.0,381.4,85.1,32.2,2253.0,91.6,CRITICAL
45.9,104.7,54.8,23.0,704.0,38.9,MEDIUM
105.0,206.1,78.6,8.9,2327.0,57.7,MEDIUM
159.7,184.6,51.8,45.7,1293.0,69.5,HIGH
239.6,511.6,100.0,27.4,759.0,100.0,CRITICAL
142.0,410.9,100.0,42.0,487.0,92.2,CRITICAL
57.4,85.6,45.8,2.8,873.0,26.0,LOW
115.2,168.0,49.9,30.3,1622.0,50.6,MEDIUM
233.9,646.0,100.0,4.4,891.0,79.1,HIGH
45.5,107.0,43.1,44.0,2065.0,50.5,MEDIUM
20.3,23.2,24.0,34.9,2900.0,29.5,LOW
38.3,74.7,47.6,27.1,323.0,21.2,LOW
109.8,239.8,53.7,58.4,566.0,63.4,HIGH
58.5,108.2,42.2,19.6,892.0,35.3,MEDIUM
74.1,97.2,40.7,25.4,2452.0,41.2,MEDIUM
123.1,316.6,61.1,44.3,960.0,58.9,MEDIUM
37.5,85.8,50.8,31.5,736.0,31.2,MEDIUM
71.3,134.0,47.4,39.5,628.0,40.9,MEDIUM
51.6,126.2,64.5,58.6,620.0,45.4,MEDIUM
227.7,269.3,67.5,41.7,2215.0,77.6,HIGH
139.0,348.4,77.4,9.0,2183.0,53.4,MEDIUM
58.9,149.6,41.6,12.6,1071.0,44.7,MEDIUM
56.3,142.7,51.9,52.2,1458.0,58.0,MEDIUM
244.8,345.2,82.3,2.9,1959.0,71.1,HIGH
231.8,393.0,97.8,30.6,2930.0,100.0,CRITICAL
109.3,225.6,64.6,54.4,2281.0,75.6,HIGH
76.7,215.7,87.5,46.6,2448.0,90.6,CRITICAL
25.6,87.4,48.6,6.9,2938.0,22.8,LOW
38.6,28.5,22.4,44.4,1267.0,35.4,MEDIUM
23.7,33.4,22.2,22.9,393.0,19.4,LOW
164.1,248.7,73.7,54.1,2291.0,73.7,HIGH
25.9,31.8,22.5,34.4,539.0,25.3,LOW
55.7,157.1,60.7,32.9,1428.0,45.7,MEDIUM
12.1,51.1,48.4,0.5,2267.0,21.8,LOW
18.3,28.8,45.4,15.0,1763.0,26.3,LOW
127.1,332.9,69.5,24.8,1228.0,69.8,HIGH
97.6,89.7,54.5,43.4,1640.0,48.0,MEDIUM
78.9,173.2,59.9,31.2,887.0,53.6,MEDIUM
56.5,158.0,46.4,51.2,408.0,39.4,MEDIUM
15.9,68.6,38.4,2.1,1355.0,19.2,LOW
50.6,118.1,53.4,19.4,363.0,40.0,MEDIUM
68.1,126.2,40.9,35.9,2943.0,48.9,MEDIUM
121.1,177.1,60.2,39.5,1453.0,56.9,MEDIUM
158.0,232.5,82.2,30.1,2671.0,86.5,CRITICAL
129.9,276.0,83.0,23.9,2865.0,75.0,HIGH
97.2,230.7,65.6,4.3,1458.0,39.9,MEDIUM
77.9,159.5,56.7,41.8,1377.0,55.6,MEDIUM
90.3,180.3,50.6,54.2,2702.0,63.0,HIGH
47.8,82.6,36.3,48.5,297.0,36.6,MEDIUM
83.1,193.7,40.6,42.1,1564.0,61.2,HIGH
67.8,116.8,50.5,38.0,952.0,57.4,MEDIUM
310.5,590.2,100.0,46.3,2308.0,100.0,CRITICAL
92.0,172.5,55.0,46.6,2543.0,64.8,HIGH
8.8,0.0,19.5,0.4,1936.0,0.0,LOW
54.1,97.2,45.4,21.5,1339.0,26.6,LOW
62.1,74.1,57.2,52.1,1754.0,48.5,MEDIUM
142.2,327.1,89.8,51.0,1808.0,89.4,CRITICAL
100.7,180.9,56.8,42.6,1978.0,61.7,HIGH
97.1,170.8,80.2,18.5,2782.0,36.3,MEDIUM
187.5,520.6,100.0,47.9,898.0,100.0,CRITICAL
232.5,456.2,92.7,13.9,764.0,77.6,HIGH
127.0,270.9,67.7,13.4,733.0,48.8,MEDIUM
57.5,96.3,52.8,32.1,2152.0,54.8,MEDIUM
58.9,90.6,32.6,34.3,2734.0,38.2,MEDIUM
171.6,223.3,73.7,21.1,1115.0,52.3,MEDIUM
58.8,155.0,54.5,36.2,1378.0,49.1,MEDIUM
74.0,122.4,52.8,42.5,2911.0,54.4,MEDIUM
53.2,142.9,44.5,10.8,607.0,28.6,LOW
30.4,108.2,36.8,17.3,2663.0,44.5,MEDIUM
294.8,378.8,63.0,42.0,2886.0,85.8,CRITICAL
74.4,200.4,77.9,55.6,2439.0,83.6,CRITICAL
205.5,327.0,90.3,53.1,1142.0,100.0,CRITICAL
59.4,149.5,60.5,7.8,2030.0,44.2,MEDIUM
45.9,124.0,52.8,34.2,1016.0,39.2,MEDIUM
119.5,153.0,25.3,48.0,538.0,42.9,MEDIUM
157.5,401.9,81.3,14.2,501.0,69.3,HIGH
164.5,350.4,79.5,38.6,226.0,90.3,CRITICAL
67.4,133.8,37.1,25.7,2939.0,45.0,MEDIUM
128.4,158.9,33.5,39.8,2034.0,50.2,MEDIUM
50.1,69.5,28.7,1.9,1099.0,22.3,LOW
82.3,158.1,54.3,18.8,1821.0,33.4,MEDIUM
62.4,109.2,47.0,18.4,1933.0,33.6,MEDIUM
55.1,88.8,54.2,25.1,712.0,32.5,MEDIUM
84.8,106.9,70.8,6.9,1009.0,41.2,MEDIUM
29.6,91.6,52.0,26.2,1732.0,32.7,MEDIUM
148.8,280.1,69.9,32.5,2551.0,60.2,HIGH
55.3,143.1,73.1,1.6,563.0,29.4,LOW
144.1,346.2,62.9,18.1,2603.0,65.8,HIGH
35.7,87.1,18.1,10.6,1905.0,22.0,LOW
55.1,148.8,41.7,58.3,1571.0,42.3,MEDIUM
29.6,93.0,53.7,7.8,603.0,30.4,MEDIUM
28.5,53.6,40.1,37.6,1740.0,45.4,MEDIUM
40.0,101.4,31.7,24.1,1190.0,35.6,MEDIUM
36.2,36.5,26.7,17.2,729.0,7.9,LOW
29.8,46.3,22.0,51.2,2664.0,37.8,MEDIUM
78.1,193.1,44.1,39.8,1490.0,49.0,MEDIUM
117.9,137.7,69.3,37.2,423.0,43.5,MEDIUM
122.3,280.2,70.3,5.6,1046.0,41.9,MEDIUM
14.6,33.0,56.2,15.5,708.0,30.0,LOW
62.1,116.4,36.8,16.6,2830.0,35.8,MEDIUM
57.3,141.6,57.1,26.1,881.0,41.1,MEDIUM
189.7,535.0,100.0,55.3,1618.0,100.0,CRITICAL
64.0,136.2,61.0,24.2,2287.0,51.2,MEDIUM
73.3,141.5,54.3,19.7,644.0,31.4,MEDIUM
20.8,64.2,51.4,4.3,1425.0,17.4,LOW
39.1,62.2,46.0,23.1,2029.0,31.6,MEDIUM
19.5,20.8,20.0,3.1,2669.0,5.7,LOW
81.9,136.4,59.2,21.9,2031.0,39.8,MEDIUM
193.7,428.6,93.1,58.1,424.0,100.0,CRITICAL
40.2,109.8,37.2,33.4,1100.0,30.7,MEDIUM
64.4,130.6,57.9,12.5,1183.0,40.7,MEDIUM
36.4,67.4,51.2,18.0,1287.0,34.5,MEDIUM
46.9,35.4,29.5,34.3,2837.0,34.4,MEDIUM
83.2,243.9,62.4,1.2,300.0,28.7,LOW
255.6,522.1,91.7,54.0,1046.0,100.0,CRITICAL
187.4,325.2,57.1,34.7,1579.0,58.5,MEDIUM
224.6,247.4,64.2,29.5,442.0,66.2,HIGH
144.9,346.9,91.5,43.0,1554.0,94.9,CRITICAL
63.7,132.2,43.0,12.0,500.0,35.7,MEDIUM
57.0,91.2,60.8,1.3,2546.0,31.3,MEDIUM
40.5,81.1,39.7,36.9,956.0,32.9,MEDIUM
62.9,134.7,47.8,9.6,1664.0,29.2,LOW
195.6,372.2,82.4,0.7,1931.0,63.4,HIGH
194.1,460.8,100.0,55.7,1056.0,100.0,CRITICAL
318.3,593.4,100.0,47.3,1184.0,100.0,CRITICAL
87.8,206.2,59.4,6.9,1629.0,41.0,MEDIUM
25.5,67.8,33.6,53.8,2455.0,43.3,MEDIUM
112.5,187.5,51.4,4.1,1468.0,40.1,MEDIUM
257.4,630.2,100.0,48.2,1575.0,100.0,CRITICAL
212.8,387.2,86.7,24.9,1868.0,74.1,HIGH
51.9,123.3,61.1,31.1,1391.0,47.2,MEDIUM
27.9,60.8,39.0,40.1,2233.0,30.0,LOW
27.2,10.6,38.2,5.9,214.0,14.0,LOW
42.7,101.6,47.3,54.5,1552.0,43.9,MEDIUM
48.3,65.8,56.7,8.6,2784.0,26.0,LOW
60.0,168.4,51.6,56.5,1925.0,41.5,MEDIUM
123.2,370.2,81.9,5.5,1562.0,50.3,MEDIUM
58.4,127.2,58.0,10.3,2362.0,26.0,LOW
79.5,123.2,44.7,3.5,1300.0,34.4,MEDIUM
18.1,35.2,41.3,23.9,1508.0,29.9,LOW
40.5,82.4,70.4,35.5,746.0,38.6,MEDIUM
38.9,55.9,26.6,37.5,548.0,23.2,LOW
15.1,37.3,54.0,49.7,271.0,44.0,MEDIUM
57.2,128.6,43.4,31.7,2248.0,45.0,MEDIUM
18.3,33.8,51.1,30.6,1511.0,29.2,LOW
54.0,79.3,50.1,19.6,2830.0,43.9,MEDIUM
84.2,219.1,70.1,39.1,695.0,56.8,MEDIUM
197.8,500.7,100.0,54.5,883.0,100.0,CRITICAL
37.2,72.0,37.8,21.3,1988.0,24.5,LOW
82.4,138.1,42.1,21.4,353.0,27.8,LOW
45.2,91.4,43.8,20.6,1610.0,23.5,LOW
17.2,31.4,32.5,13.6,546.0,30.9,MEDIUM
199.3,544.9,100.0,34.0,652.0,98.1,CRITICAL
87.0,217.5,45.7,6.3,1634.0,38.2,MEDIUM
108.4,246.1,67.2,50.1,1793.0,67.6,HIGH
221.1,305.2,90.9,8.3,794.0,69.6,HIGH
53.8,120.5,59.4,10.4,959.0,32.2,MEDIUM
24.3,55.7,38.6,4.1,996.0,17.6,LOW
36.7,48.8,68.1,22.9,597.0,37.7,MEDIUM
22.2,55.3,31.4,45.5,2904.0,31.8,MEDIUM
163.6,321.7,77.2,54.6,2138.0,91.0,CRITICAL
264.0,731.1,100.0,26.1,510.0,73.2,HIGH
83.5,182.8,52.6,14.1,1200.0,29.0,LOW
125.6,176.3,77.9,43.5,683.0,71.1,HIGH
149.1,320.6,73.7,41.3,856.0,76.3,HIGH
230.9,305.2,57.4,40.9,2831.0,78.1,HIGH
256.8,475.7,100.0,26.6,583.0,90.7,CRITICAL
11.4,43.2,41.1,33.9,2663.0,36.0,MEDIUM
46.3,69.7,50.4,3.7,2557.0,29.9,LOW
76.6,212.0,58.2,15.0,2282.0,39.0,MEDIUM
41.7,46.9,25.0,55.6,1591.0,37.2,MEDIUM
61.2,107.6,43.9,2.5,923.0,27.7,LOW
103.5,290.9,80.3,18.1,2527.0,72.1,HIGH
101.5,234.9,64.4,13.6,2535.0,48.3,MEDIUM
145.8,379.0,91.5,7.8,1671.0,68.9,HIGH
77.9,237.6,59.2,55.5,333.0,54.3,MEDIUM
5.2,0.0,35.1,7.6,740.0,9.6,LOW
57.2,104.9,45.7,29.4,357.0,41.8,MEDIUM
96.3,106.5,37.5,50.4,704.0,59.0,MEDIUM
153.0,257.4,70.3,0.2,1624.0,53.4,MEDIUM
138.2,236.4,60.8,6.5,2592.0,47.3,MEDIUM
70.0,161.4,61.6,20.5,2029.0,47.3,MEDIUM
43.8,119.8,58.4,8.9,1883.0,34.6,MEDIUM
72.6,177.7,62.7,11.0,2294.0,55.4,MEDIUM
13.5,17.9,13.1,35.5,1992.0,29.9,LOW
47.5,47.6,25.6,10.2,1442.0,16.3,LOW
172.5,481.0,94.5,38.3,2483.0,100.0,CRITICAL
72.4,118.2,38.2,54.9,1069.0,50.5,MEDIUM
99.3,134.0,43.6,13.8,2799.0,46.5,MEDIUM
21.2,52.5,49.0,12.7,525.0,26.1,LOW
152.3,222.0,71.7,0.7,1986.0,57.8,MEDIUM
67.3,143.3,46.4,0.9,1601.0,32.5,MEDIUM
96.9,258.3,75.8,23.8,1392.0,54.0,MEDIUM
112.6,344.5,85.6,29.3,1403.0,81.9,CRITICAL
148.5,216.0,62.0,11.0,318.0,48.6,MEDIUM
86.3,103.8,59.4,19.4,2304.0,46.0,MEDIUM
68.5,77.7,33.7,8.4,1187.0,27.1,LOW
26.2,53.4,38.6,40.9,1535.0,34.5,MEDIUM
19.3,14.0,19.5,23.6,2573.0,22.5,LOW
85.1,126.9,37.0,44.1,1816.0,48.9,MEDIUM
97.3,239.1,49.5,33.0,2584.0,44.2,MEDIUM
109.2,304.6,63.9,22.6,584.0,59.9,MEDIUM
37.4,90.7,44.6,37.6,989.0,40.2,MEDIUM
47.9,39.9,32.4,0.4,838.0,14.0,LOW
83.9,163.6,51.3,41.4,2682.0,57.8,MEDIUM
53.0,69.5,36.8,22.3,2388.0,30.8,MEDIUM
335.4,584.1,100.0,30.8,2535.0,100.0,CRITICAL
47.0,74.5,27.5,31.4,1792.0,35.9,MEDIUM
102.2,289.7,58.5,33.5,818.0,64.8,HIGH
135.4,295.1,64.1,42.1,1256.0,68.9,HIGH
141.2,194.8,58.4,6.6,1741.0,43.2,MEDIUM
52.2,136.9,56.7,29.3,253.0,37.7,MEDIUM
113.0,315.9,84.8,5.0,1991.0,60.4,HIGH
103.2,106.0,57.2,14.0,2594.0,46.3,MEDIUM
116.4,284.4,71.4,11.4,1112.0,57.7,MEDIUM
83.1,112.7,42.2,35.9,2103.0,48.8,MEDIUM
136.1,210.1,81.1,36.4,1554.0,85.9,CRITICAL
90.6,231.5,31.3,49.9,211.0,61.5,HIGH
23.3,26.5,34.7,31.3,995.0,20.3,LOW
88.6,207.6,66.3,44.7,1678.0,74.4,HIGH
96.4,99.5,67.4,53.3,2230.0,64.0,HIGH
129.5,311.6,56.8,8.0,1326.0,66.0,HIGH
85.1,200.0,55.0,43.3,721.0,47.6,MEDIUM
234.5,590.3,100.0,19.7,371.0,86.2,CRITICAL
70.4,181.0,35.6,16.7,2201.0,38.4,MEDIUM
50.1,134.4,47.7,57.8,1222.0,51.5,MEDIUM
187.8,340.8,91.1,12.4,2012.0,74.2,HIGH
68.9,132.2,64.3,54.9,821.0,54.1,MEDIUM
79.4,234.3,58.8,49.4,2313.0,64.1,HIGH
96.4,189.8,66.5,52.7,1164.0,58.7,MEDIUM
90.6,108.4,43.9,35.2,347.0,40.3,MEDIUM
115.8,296.1,81.1,35.1,1629.0,84.2,CRITICAL
124.3,167.4,69.0,24.2,2248.0,52.9,MEDIUM
46.4,80.8,39.8,24.1,2811.0,34.4,MEDIUM
28.4,67.9,53.1,51.0,2918.0,36.2,MEDIUM
31.6,84.6,28.1,23.3,1478.0,28.1,LOW
174.1,434.7,100.0,29.2,1913.0,92.2,CRITICAL
64.6,71.7,53.2,59.8,1760.0,48.1,MEDIUM
134.5,229.9,75.7,21.3,1694.0,52.6,MEDIUM
126.6,317.6,63.4,49.4,521.0,66.2,HIGH
79.4,125.7,46.4,16.6,2078.0,44.3,MEDIUM
36.9,72.5,44.5,1.5,2903.0,21.2,LOW
128.8,181.8,62.6,35.6,555.0,51.3,MEDIUM
77.3,115.9,48.8,28.8,1073.0,46.6,MEDIUM
26.7,62.7,56.6,47.2,416.0,46.0,MEDIUM
53.4,101.8,29.7,0.2,1328.0,23.8,LOW
17.7,31.9,31.9,4.2,1549.0,13.6,LOW
55.4,166.1,34.7,51.6,1202.0,41.1,MEDIUM
82.5,202.0,67.8,28.8,1534.0,49.9,MEDIUM
71.3,112.5,53.5,30.4,2448.0,45.6,MEDIUM
64.9,192.3,99.0,13.5,799.0,38.1,MEDIUM
81.8,122.8,60.7,55.6,2322.0,49.9,MEDIUM
